File Path,Actual Species,Predicted Species,Confidence Score (%),Correct Prediction
/content/test/GREATER PRAIRIE CHICKEN/3.jpg,GREATER PRAIRIE CHICKEN,GREATER PRAIRIE CHICKEN,99.74,True
/content/test/GREATER PRAIRIE CHICKEN/4.jpg,GREATER PRAIRIE CHICKEN,GREATER PRAIRIE CHICKEN,99.99,True
/content/test/GREATER PRAIRIE CHICKEN/5.jpg,GREATER PRAIRIE CHICKEN,GREATER PRAIRIE CHICKEN,100.0,True
/content/test/GREATOR SAGE GROUSE/1.jpg,GREATOR SAGE GROUSE,GREATOR SAGE GROUSE,99.75,True
/content/test/GREATOR SAGE GROUSE/2.jpg,GREATOR SAGE GROUSE,GREATOR SAGE GROUSE,99.84,True
/content/test/GREATOR SAGE GROUSE/3.jpg,GREATOR SAGE GROUSE,GREATOR SAGE GROUSE,98.13,True
/content/test/GREATOR SAGE GROUSE/4.jpg,GREATOR SAGE GROUSE,GREATOR SAGE GROUSE,100.0,True
/content/test/GREATOR SAGE GROUSE/5.jpg,GREATOR SAGE GROUSE,GREATOR SAGE GROUSE,99.83,True
/content/test/GREEN BROADBILL/1.jpg,GREEN BROADBILL,BLUE DACNIS,30.82,False
/content/test/GREEN BROADBILL/2.jpg,GREEN BROADBILL,GREEN BROADBILL,87.99,True
/content/test/GREEN BROADBILL/3.jpg,GREEN BROADBILL,GREEN BROADBILL,99.73,True
/content/test/GREEN BROADBILL/4.jpg,GREEN BROADBILL,GREEN BROADBILL,99.7,True
/content/test/GREEN BROADBILL/5.jpg,GREEN BROADBILL,GREEN BROADBILL,54.06,True
/content/test/GREEN JAY/1.jpg,GREEN JAY,GREEN JAY,99.46,True
/content/test/GREEN JAY/2.jpg,GREEN JAY,GREEN JAY,83.12,True
/content/test/GREEN JAY/3.jpg,GREEN JAY,GREEN JAY,48.73,True
/content/test/GREEN JAY/4.jpg,GREEN JAY,GREEN JAY,70.67,True
/content/test/GREEN JAY/5.jpg,GREEN JAY,PLUSH CRESTED JAY,47.76,False
/content/test/GREEN MAGPIE/1.jpg,GREEN MAGPIE,GREEN MAGPIE,98.9,True
/content/test/GREEN MAGPIE/2.jpg,GREEN MAGPIE,GREEN MAGPIE,99.17,True
/content/test/GREEN MAGPIE/3.jpg,GREEN MAGPIE,GREEN MAGPIE,99.98,True
/content/test/GREEN MAGPIE/4.jpg,GREEN MAGPIE,GREEN MAGPIE,99.1,True
/content/test/GREEN MAGPIE/5.jpg,GREEN MAGPIE,GREEN MAGPIE,99.9,True
/content/test/GREEN WINGED DOVE/1.jpg,GREEN WINGED DOVE,GREEN WINGED DOVE,69.33,True
/content/test/GREEN WINGED DOVE/2.jpg,GREEN WINGED DOVE,GREEN WINGED DOVE,82.41,True
/content/test/GREEN WINGED DOVE/3.jpg,GREEN WINGED DOVE,GREEN WINGED DOVE,94.16,True
/content/test/GREEN WINGED DOVE/4.jpg,GREEN WINGED DOVE,BLACK HEADED CAIQUE,27.78,False
/content/test/GREEN WINGED DOVE/5.jpg,GREEN WINGED DOVE,GREEN WINGED DOVE,78.63,True
/content/test/GREY CUCKOOSHRIKE/1.jpg,GREY CUCKOOSHRIKE,GRAY KINGBIRD,31.02,False
/content/test/GREY CUCKOOSHRIKE/2.jpg,GREY CUCKOOSHRIKE,GREY CUCKOOSHRIKE,86.76,True
/content/test/GREY CUCKOOSHRIKE/3.jpg,GREY CUCKOOSHRIKE,GREY CUCKOOSHRIKE,45.04,True
/content/test/GREY CUCKOOSHRIKE/4.jpg,GREY CUCKOOSHRIKE,CROW,26.87,False
/content/test/GREY CUCKOOSHRIKE/5.jpg,GREY CUCKOOSHRIKE,GRAY KINGBIRD,36.22,False
/content/test/GREY HEADED CHACHALACA/1.jpg,GREY HEADED CHACHALACA,CHESTNET BELLIED EUPHONIA,21.81,False
/content/test/GREY HEADED CHACHALACA/2.jpg,GREY HEADED CHACHALACA,GREY HEADED CHACHALACA,99.83,True
/content/test/GREY HEADED CHACHALACA/3.jpg,GREY HEADED CHACHALACA,GREY HEADED CHACHALACA,74.26,True
/content/test/GREY HEADED CHACHALACA/4.jpg,GREY HEADED CHACHALACA,GREY HEADED CHACHALACA,97.41,True
/content/test/GREY HEADED CHACHALACA/5.jpg,GREY HEADED CHACHALACA,GREY HEADED CHACHALACA,54.74,True
/content/test/GREY HEADED FISH EAGLE/1.jpg,GREY HEADED FISH EAGLE,GREY HEADED FISH EAGLE,95.15,True
/content/test/GREY HEADED FISH EAGLE/2.jpg,GREY HEADED FISH EAGLE,GREY HEADED FISH EAGLE,99.78,True
/content/test/GREY HEADED FISH EAGLE/3.jpg,GREY HEADED FISH EAGLE,GREY HEADED FISH EAGLE,95.92,True
/content/test/GREY HEADED FISH EAGLE/4.jpg,GREY HEADED FISH EAGLE,GREY HEADED FISH EAGLE,96.59,True
/content/test/GREY HEADED FISH EAGLE/5.jpg,GREY HEADED FISH EAGLE,GREY HEADED FISH EAGLE,96.36,True
/content/test/GREY PLOVER/1.jpg,GREY PLOVER,GREY PLOVER,97.2,True
/content/test/GREY PLOVER/2.jpg,GREY PLOVER,GREY PLOVER,87.77,True
/content/test/GREY PLOVER/3.jpg,GREY PLOVER,GREY PLOVER,97.26,True
/content/test/GREY PLOVER/4.jpg,GREY PLOVER,GREY PLOVER,98.75,True
/content/test/GREY PLOVER/5.jpg,GREY PLOVER,GREY PLOVER,99.08,True
/content/test/GROVED BILLED ANI/1.jpg,GROVED BILLED ANI,GROVED BILLED ANI,94.32,True
/content/test/GROVED BILLED ANI/2.jpg,GROVED BILLED ANI,GROVED BILLED ANI,59.4,True
/content/test/GROVED BILLED ANI/3.jpg,GROVED BILLED ANI,GROVED BILLED ANI,99.02,True
/content/test/GROVED BILLED ANI/4.jpg,GROVED BILLED ANI,DARJEELING WOODPECKER,29.18,False
/content/test/GROVED BILLED ANI/5.jpg,GROVED BILLED ANI,GROVED BILLED ANI,91.94,True
/content/test/GUINEA TURACO/1.jpg,GUINEA TURACO,GUINEA TURACO,94.58,True
/content/test/GUINEA TURACO/2.jpg,GUINEA TURACO,GUINEA TURACO,98.22,True
/content/test/GUINEA TURACO/3.jpg,GUINEA TURACO,GUINEA TURACO,96.41,True
/content/test/GUINEA TURACO/4.jpg,GUINEA TURACO,GUINEA TURACO,58.81,True
/content/test/GUINEA TURACO/5.jpg,GUINEA TURACO,GUINEA TURACO,98.02,True
/content/test/GUINEAFOWL/1.jpg,GUINEAFOWL,GUINEAFOWL,100.0,True
/content/test/GUINEAFOWL/2.jpg,GUINEAFOWL,GUINEAFOWL,99.87,True
/content/test/GUINEAFOWL/3.jpg,GUINEAFOWL,GUINEAFOWL,99.97,True
/content/test/GUINEAFOWL/4.jpg,GUINEAFOWL,GUINEAFOWL,100.0,True
/content/test/GUINEAFOWL/5.jpg,GUINEAFOWL,GUINEAFOWL,99.99,True
/content/test/GURNEYS PITTA/1.jpg,GURNEYS PITTA,GURNEYS PITTA,99.97,True
/content/test/GURNEYS PITTA/2.jpg,GURNEYS PITTA,GURNEYS PITTA,99.78,True
/content/test/GURNEYS PITTA/3.jpg,GURNEYS PITTA,GURNEYS PITTA,99.41,True
/content/test/GURNEYS PITTA/4.jpg,GURNEYS PITTA,GURNEYS PITTA,80.62,True
/content/test/GURNEYS PITTA/5.jpg,GURNEYS PITTA,GURNEYS PITTA,99.95,True
/content/test/GYRFALCON/1.jpg,GYRFALCON,GYRFALCON,99.25,True
/content/test/GYRFALCON/2.jpg,GYRFALCON,GYRFALCON,93.78,True
/content/test/GYRFALCON/3.jpg,GYRFALCON,GYRFALCON,69.79,True
/content/test/GYRFALCON/4.jpg,GYRFALCON,GYRFALCON,74.59,True
/content/test/GYRFALCON/5.jpg,GYRFALCON,GYRFALCON,99.65,True
/content/test/HAMERKOP/1.jpg,HAMERKOP,HAMERKOP,99.86,True
/content/test/HAMERKOP/2.jpg,HAMERKOP,HAMERKOP,81.32,True
/content/test/HAMERKOP/3.jpg,HAMERKOP,HAMERKOP,80.08,True
/content/test/HAMERKOP/4.jpg,HAMERKOP,GREY HEADED CHACHALACA,39.15,False
/content/test/HAMERKOP/5.jpg,HAMERKOP,HAMERKOP,94.14,True
/content/test/HARLEQUIN DUCK/1.jpg,HARLEQUIN DUCK,HARLEQUIN DUCK,99.98,True
/content/test/HARLEQUIN DUCK/2.jpg,HARLEQUIN DUCK,HARLEQUIN DUCK,99.79,True
/content/test/HARLEQUIN DUCK/3.jpg,HARLEQUIN DUCK,HARLEQUIN DUCK,90.96,True
/content/test/HARLEQUIN DUCK/4.jpg,HARLEQUIN DUCK,HARLEQUIN DUCK,99.88,True
/content/test/HARLEQUIN DUCK/5.jpg,HARLEQUIN DUCK,HARLEQUIN DUCK,100.0,True
/content/test/HARLEQUIN QUAIL/1.jpg,HARLEQUIN QUAIL,HARLEQUIN QUAIL,99.52,True
/content/test/HARLEQUIN QUAIL/2.jpg,HARLEQUIN QUAIL,HARLEQUIN QUAIL,84.58,True
/content/test/HARLEQUIN QUAIL/3.jpg,HARLEQUIN QUAIL,HARLEQUIN QUAIL,94.14,True
/content/test/HARLEQUIN QUAIL/4.jpg,HARLEQUIN QUAIL,HARLEQUIN QUAIL,99.93,True
/content/test/HARLEQUIN QUAIL/5.jpg,HARLEQUIN QUAIL,HARLEQUIN QUAIL,92.72,True
/content/test/HARPY EAGLE/1.jpg,HARPY EAGLE,HARPY EAGLE,99.99,True
/content/test/HARPY EAGLE/2.jpg,HARPY EAGLE,HARPY EAGLE,99.97,True
/content/test/HARPY EAGLE/3.jpg,HARPY EAGLE,HARPY EAGLE,99.98,True
/content/test/HARPY EAGLE/4.jpg,HARPY EAGLE,HARPY EAGLE,99.89,True
/content/test/HARPY EAGLE/5.jpg,HARPY EAGLE,HARPY EAGLE,99.6,True
/content/test/HAWAIIAN GOOSE/1.jpg,HAWAIIAN GOOSE,HAWAIIAN GOOSE,99.59,True
/content/test/HAWAIIAN GOOSE/2.jpg,HAWAIIAN GOOSE,HAWAIIAN GOOSE,99.89,True
/content/test/HAWAIIAN GOOSE/3.jpg,HAWAIIAN GOOSE,HAWAIIAN GOOSE,99.57,True
/content/test/HAWAIIAN GOOSE/4.jpg,HAWAIIAN GOOSE,HAWAIIAN GOOSE,88.59,True
/content/test/HAWAIIAN GOOSE/5.jpg,HAWAIIAN GOOSE,HAWAIIAN GOOSE,99.35,True
/content/test/HAWFINCH/1.jpg,HAWFINCH,HAWFINCH,99.6,True
/content/test/HAWFINCH/2.jpg,HAWFINCH,HAWFINCH,99.94,True
/content/test/HAWFINCH/3.jpg,HAWFINCH,HAWFINCH,99.93,True
/content/test/HAWFINCH/4.jpg,HAWFINCH,HAWFINCH,99.88,True
/content/test/HAWFINCH/5.jpg,HAWFINCH,HAWFINCH,100.0,True
/content/test/HELMET VANGA/1.jpg,HELMET VANGA,HELMET VANGA,99.73,True
/content/test/HELMET VANGA/2.jpg,HELMET VANGA,HELMET VANGA,97.41,True
/content/test/HELMET VANGA/3.jpg,HELMET VANGA,HELMET VANGA,99.7,True
/content/test/HELMET VANGA/4.jpg,HELMET VANGA,HELMET VANGA,99.84,True
/content/test/HELMET VANGA/5.jpg,HELMET VANGA,HELMET VANGA,94.06,True
/content/test/HEPATIC TANAGER/1.jpg,HEPATIC TANAGER,HEPATIC TANAGER,97.69,True
/content/test/HEPATIC TANAGER/2.jpg,HEPATIC TANAGER,HEPATIC TANAGER,99.56,True
/content/test/HEPATIC TANAGER/3.jpg,HEPATIC TANAGER,HEPATIC TANAGER,80.37,True
/content/test/HEPATIC TANAGER/4.jpg,HEPATIC TANAGER,HEPATIC TANAGER,19.67,True
/content/test/HEPATIC TANAGER/5.jpg,HEPATIC TANAGER,HEPATIC TANAGER,96.82,True
/content/test/HIMALAYAN BLUETAIL/1.jpg,HIMALAYAN BLUETAIL,HIMALAYAN BLUETAIL,99.73,True
/content/test/HIMALAYAN BLUETAIL/2.jpg,HIMALAYAN BLUETAIL,HIMALAYAN BLUETAIL,97.05,True
/content/test/HIMALAYAN BLUETAIL/3.jpg,HIMALAYAN BLUETAIL,HIMALAYAN BLUETAIL,99.98,True
/content/test/HIMALAYAN BLUETAIL/4.jpg,HIMALAYAN BLUETAIL,HIMALAYAN BLUETAIL,97.89,True
/content/test/HIMALAYAN BLUETAIL/5.jpg,HIMALAYAN BLUETAIL,HIMALAYAN BLUETAIL,99.03,True
/content/test/HIMALAYAN MONAL/1.jpg,HIMALAYAN MONAL,HIMALAYAN MONAL,100.0,True
/content/test/HIMALAYAN MONAL/2.jpg,HIMALAYAN MONAL,HIMALAYAN MONAL,99.95,True
/content/test/HIMALAYAN MONAL/3.jpg,HIMALAYAN MONAL,HIMALAYAN MONAL,100.0,True
/content/test/HIMALAYAN MONAL/4.jpg,HIMALAYAN MONAL,HIMALAYAN MONAL,100.0,True
/content/test/HIMALAYAN MONAL/5.jpg,HIMALAYAN MONAL,HIMALAYAN MONAL,99.98,True
/content/test/HOATZIN/1.jpg,HOATZIN,HOATZIN,99.57,True
/content/test/HOATZIN/2.jpg,HOATZIN,HOATZIN,99.89,True
/content/test/HOATZIN/3.jpg,HOATZIN,HOATZIN,98.0,True
/content/test/HOATZIN/4.jpg,HOATZIN,HOATZIN,99.87,True
/content/test/HOATZIN/5.jpg,HOATZIN,HOATZIN,99.41,True
/content/test/HOODED MERGANSER/1.jpg,HOODED MERGANSER,BARROWS GOLDENEYE,29.6,False
/content/test/HOODED MERGANSER/2.jpg,HOODED MERGANSER,HOODED MERGANSER,99.62,True
/content/test/HOODED MERGANSER/3.jpg,HOODED MERGANSER,HOODED MERGANSER,99.94,True
/content/test/HOODED MERGANSER/4.jpg,HOODED MERGANSER,HOODED MERGANSER,99.31,True
/content/test/HOODED MERGANSER/5.jpg,HOODED MERGANSER,HOODED MERGANSER,99.78,True
/content/test/HOOPOES/1.jpg,HOOPOES,HOOPOES,97.97,True
/content/test/HOOPOES/2.jpg,HOOPOES,HOOPOES,99.95,True
/content/test/HOOPOES/3.jpg,HOOPOES,HOOPOES,99.59,True
/content/test/HOOPOES/4.jpg,HOOPOES,HOOPOES,99.99,True
/content/test/HOOPOES/5.jpg,HOOPOES,HOOPOES,90.59,True
/content/test/HORNED GUAN/1.jpg,HORNED GUAN,HORNED GUAN,97.93,True
/content/test/HORNED GUAN/2.jpg,HORNED GUAN,HORNED GUAN,99.29,True
/content/test/HORNED GUAN/3.jpg,HORNED GUAN,HORNED GUAN,99.87,True
/content/test/HORNED GUAN/4.jpg,HORNED GUAN,HORNED GUAN,71.02,True
/content/test/HORNED GUAN/5.jpg,HORNED GUAN,HORNED GUAN,99.78,True
/content/test/HORNED LARK/1.jpg,HORNED LARK,HORNED LARK,100.0,True
/content/test/HORNED LARK/2.jpg,HORNED LARK,HORNED LARK,100.0,True
/content/test/HORNED LARK/3.jpg,HORNED LARK,HORNED LARK,99.47,True
/content/test/HORNED LARK/4.jpg,HORNED LARK,HORNED LARK,99.99,True
/content/test/HORNED LARK/5.jpg,HORNED LARK,HORNED LARK,99.99,True
/content/test/HORNED SUNGEM/1.jpg,HORNED SUNGEM,HORNED SUNGEM,100.0,True
/content/test/HORNED SUNGEM/2.jpg,HORNED SUNGEM,HORNED SUNGEM,99.97,True
/content/test/HORNED SUNGEM/3.jpg,HORNED SUNGEM,HORNED SUNGEM,99.73,True
/content/test/HORNED SUNGEM/4.jpg,HORNED SUNGEM,HORNED SUNGEM,99.98,True
/content/test/HORNED SUNGEM/5.jpg,HORNED SUNGEM,HORNED SUNGEM,99.99,True
/content/test/HOUSE FINCH/1.jpg,HOUSE FINCH,HOUSE FINCH,98.1,True
/content/test/HOUSE FINCH/2.jpg,HOUSE FINCH,HOUSE FINCH,98.82,True
/content/test/HOUSE FINCH/3.jpg,HOUSE FINCH,HOUSE FINCH,95.08,True
/content/test/HOUSE FINCH/4.jpg,HOUSE FINCH,HOUSE FINCH,99.36,True
/content/test/HOUSE FINCH/5.jpg,HOUSE FINCH,HOUSE FINCH,99.28,True
/content/test/HOUSE SPARROW/1.jpg,HOUSE SPARROW,HOUSE SPARROW,99.25,True
/content/test/HOUSE SPARROW/2.jpg,HOUSE SPARROW,HOUSE SPARROW,70.23,True
/content/test/HOUSE SPARROW/3.jpg,HOUSE SPARROW,HOUSE SPARROW,97.77,True
/content/test/HOUSE SPARROW/4.jpg,HOUSE SPARROW,HOUSE SPARROW,70.94,True
/content/test/HOUSE SPARROW/5.jpg,HOUSE SPARROW,HOUSE SPARROW,92.82,True
/content/test/HYACINTH MACAW/1.jpg,HYACINTH MACAW,HYACINTH MACAW,89.59,True
/content/test/HYACINTH MACAW/2.jpg,HYACINTH MACAW,HYACINTH MACAW,96.93,True
/content/test/HYACINTH MACAW/3.jpg,HYACINTH MACAW,HYACINTH MACAW,99.86,True
/content/test/HYACINTH MACAW/4.jpg,HYACINTH MACAW,HYACINTH MACAW,99.29,True
/content/test/HYACINTH MACAW/5.jpg,HYACINTH MACAW,HYACINTH MACAW,99.66,True
/content/test/IBERIAN MAGPIE/1.jpg,IBERIAN MAGPIE,IBERIAN MAGPIE,89.73,True
/content/test/IBERIAN MAGPIE/2.jpg,IBERIAN MAGPIE,IBERIAN MAGPIE,98.75,True
/content/test/IBERIAN MAGPIE/3.jpg,IBERIAN MAGPIE,IBERIAN MAGPIE,99.77,True
/content/test/IBERIAN MAGPIE/4.jpg,IBERIAN MAGPIE,IBERIAN MAGPIE,97.4,True
/content/test/IBERIAN MAGPIE/5.jpg,IBERIAN MAGPIE,IBERIAN MAGPIE,98.38,True
/content/test/IBISBILL/1.jpg,IBISBILL,IBISBILL,98.74,True
/content/test/IBISBILL/2.jpg,IBISBILL,IBISBILL,89.98,True
/content/test/IBISBILL/3.jpg,IBISBILL,IBISBILL,95.27,True
/content/test/IBISBILL/4.jpg,IBISBILL,IBISBILL,59.12,True
/content/test/IBISBILL/5.jpg,IBISBILL,IBISBILL,99.79,True
/content/test/IMPERIAL SHAQ/1.jpg,IMPERIAL SHAQ,IMPERIAL SHAQ,92.9,True
/content/test/IMPERIAL SHAQ/2.jpg,IMPERIAL SHAQ,IMPERIAL SHAQ,68.29,True
/content/test/IMPERIAL SHAQ/3.jpg,IMPERIAL SHAQ,IMPERIAL SHAQ,88.99,True
/content/test/IMPERIAL SHAQ/4.jpg,IMPERIAL SHAQ,IMPERIAL SHAQ,32.25,True
/content/test/IMPERIAL SHAQ/5.jpg,IMPERIAL SHAQ,IMPERIAL SHAQ,99.76,True
/content/test/INCA TERN/1.jpg,INCA TERN,INCA TERN,98.86,True
/content/test/INCA TERN/2.jpg,INCA TERN,JAVA SPARROW,60.0,False
/content/test/INCA TERN/3.jpg,INCA TERN,INCA TERN,99.95,True
/content/test/INCA TERN/4.jpg,INCA TERN,INCA TERN,99.98,True
/content/test/INCA TERN/5.jpg,INCA TERN,INCA TERN,99.66,True
/content/test/INDIAN BUSTARD/1.jpg,INDIAN BUSTARD,INDIAN BUSTARD,99.94,True
/content/test/INDIAN BUSTARD/2.jpg,INDIAN BUSTARD,INDIAN BUSTARD,99.59,True
/content/test/INDIAN BUSTARD/3.jpg,INDIAN BUSTARD,SPOTTED WHISTLING DUCK,54.62,False
/content/test/INDIAN BUSTARD/4.jpg,INDIAN BUSTARD,INDIAN BUSTARD,99.37,True
/content/test/INDIAN BUSTARD/5.jpg,INDIAN BUSTARD,INDIAN BUSTARD,98.54,True
/content/test/INDIAN PITTA/1.jpg,INDIAN PITTA,INDIAN PITTA,99.39,True
/content/test/INDIAN PITTA/2.jpg,INDIAN PITTA,INDIAN PITTA,99.85,True
/content/test/INDIAN PITTA/3.jpg,INDIAN PITTA,INDIAN PITTA,96.35,True
/content/test/INDIAN PITTA/4.jpg,INDIAN PITTA,INDIAN PITTA,99.91,True
/content/test/INDIAN PITTA/5.jpg,INDIAN PITTA,INDIAN PITTA,97.74,True
/content/test/INDIAN ROLLER/1.jpg,INDIAN ROLLER,INDIAN ROLLER,99.42,True
/content/test/INDIAN ROLLER/2.jpg,INDIAN ROLLER,INDIAN ROLLER,99.99,True
/content/test/INDIAN ROLLER/3.jpg,INDIAN ROLLER,INDIAN ROLLER,99.86,True
/content/test/INDIAN ROLLER/4.jpg,INDIAN ROLLER,INDIAN ROLLER,98.88,True
/content/test/INDIAN ROLLER/5.jpg,INDIAN ROLLER,INDIAN ROLLER,99.18,True
/content/test/INDIAN VULTURE/1.jpg,INDIAN VULTURE,INDIAN VULTURE,84.21,True
/content/test/INDIAN VULTURE/2.jpg,INDIAN VULTURE,INDIAN VULTURE,97.95,True
/content/test/INDIAN VULTURE/3.jpg,INDIAN VULTURE,INDIAN VULTURE,85.46,True
/content/test/INDIAN VULTURE/4.jpg,INDIAN VULTURE,HARPY EAGLE,23.14,False
/content/test/INDIAN VULTURE/5.jpg,INDIAN VULTURE,INDIAN VULTURE,64.6,True
/content/test/INDIGO BUNTING/1.jpg,INDIGO BUNTING,INDIGO BUNTING,90.5,True
/content/test/INDIGO BUNTING/2.jpg,INDIGO BUNTING,INDIGO BUNTING,97.24,True
/content/test/INDIGO BUNTING/3.jpg,INDIGO BUNTING,INDIGO BUNTING,98.62,True
/content/test/INDIGO BUNTING/4.jpg,INDIGO BUNTING,INDIGO BUNTING,97.0,True
/content/test/INDIGO BUNTING/5.jpg,INDIGO BUNTING,INDIGO BUNTING,87.92,True
/content/test/INDIGO FLYCATCHER/1.jpg,INDIGO FLYCATCHER,BLUE DACNIS,33.0,False
/content/test/INDIGO FLYCATCHER/2.jpg,INDIGO FLYCATCHER,INDIGO FLYCATCHER,68.79,True
/content/test/INDIGO FLYCATCHER/3.jpg,INDIGO FLYCATCHER,INDIGO FLYCATCHER,96.32,True
/content/test/INDIGO FLYCATCHER/4.jpg,INDIGO FLYCATCHER,INDIGO FLYCATCHER,61.5,True
/content/test/INDIGO FLYCATCHER/5.jpg,INDIGO FLYCATCHER,INDIGO FLYCATCHER,99.73,True
/content/test/INLAND DOTTEREL/1.jpg,INLAND DOTTEREL,INLAND DOTTEREL,97.06,True
/content/test/INLAND DOTTEREL/2.jpg,INLAND DOTTEREL,INLAND DOTTEREL,99.03,True
/content/test/INLAND DOTTEREL/3.jpg,INLAND DOTTEREL,INLAND DOTTEREL,99.53,True
/content/test/INLAND DOTTEREL/4.jpg,INLAND DOTTEREL,INLAND DOTTEREL,95.3,True
/content/test/INLAND DOTTEREL/5.jpg,INLAND DOTTEREL,INLAND DOTTEREL,99.76,True
/content/test/IVORY BILLED ARACARI/1.jpg,IVORY BILLED ARACARI,IVORY BILLED ARACARI,96.77,True
/content/test/IVORY BILLED ARACARI/2.jpg,IVORY BILLED ARACARI,IVORY BILLED ARACARI,99.9,True
/content/test/IVORY BILLED ARACARI/3.jpg,IVORY BILLED ARACARI,IVORY BILLED ARACARI,98.74,True
/content/test/IVORY BILLED ARACARI/4.jpg,IVORY BILLED ARACARI,IVORY BILLED ARACARI,99.72,True
/content/test/IVORY BILLED ARACARI/5.jpg,IVORY BILLED ARACARI,IVORY BILLED ARACARI,99.98,True
/content/test/IVORY GULL/1.jpg,IVORY GULL,IVORY GULL,100.0,True
/content/test/IVORY GULL/2.jpg,IVORY GULL,IVORY GULL,81.56,True
/content/test/IVORY GULL/3.jpg,IVORY GULL,IVORY GULL,99.7,True
/content/test/IVORY GULL/4.jpg,IVORY GULL,IVORY GULL,99.87,True
/content/test/IVORY GULL/5.jpg,IVORY GULL,IVORY GULL,99.8,True
/content/test/IWI/1.jpg,IWI,IWI,99.92,True
/content/test/IWI/2.jpg,IWI,IWI,99.93,True
/content/test/IWI/3.jpg,IWI,IWI,99.84,True
/content/test/IWI/4.jpg,IWI,IWI,89.18,True
/content/test/IWI/5.jpg,IWI,IWI,99.26,True
/content/test/JABIRU/1.jpg,JABIRU,JABIRU,99.89,True
/content/test/JABIRU/2.jpg,JABIRU,JABIRU,99.47,True
/content/test/JABIRU/3.jpg,JABIRU,JABIRU,99.36,True
/content/test/JABIRU/4.jpg,JABIRU,JABIRU,100.0,True
/content/test/JABIRU/5.jpg,JABIRU,JABIRU,99.21,True
/content/test/JACK SNIPE/1.jpg,JACK SNIPE,JACK SNIPE,98.87,True
/content/test/JACK SNIPE/2.jpg,JACK SNIPE,SPOON BILED SANDPIPER,48.92,False
/content/test/JACK SNIPE/3.jpg,JACK SNIPE,AMERICAN BITTERN,36.17,False
/content/test/JACK SNIPE/4.jpg,JACK SNIPE,JACK SNIPE,93.5,True
/content/test/JACK SNIPE/5.jpg,JACK SNIPE,JACK SNIPE,95.34,True
/content/test/JACOBIN PIGEON/1.jpg,JACOBIN PIGEON,JACOBIN PIGEON,99.02,True
/content/test/JACOBIN PIGEON/2.jpg,JACOBIN PIGEON,JACOBIN PIGEON,98.11,True
/content/test/JACOBIN PIGEON/3.jpg,JACOBIN PIGEON,JACOBIN PIGEON,89.7,True
/content/test/JACOBIN PIGEON/4.jpg,JACOBIN PIGEON,JACOBIN PIGEON,64.72,True
/content/test/JACOBIN PIGEON/5.jpg,JACOBIN PIGEON,JACOBIN PIGEON,99.77,True
/content/test/JANDAYA PARAKEET/1.jpg,JANDAYA PARAKEET,JANDAYA PARAKEET,98.97,True
/content/test/JANDAYA PARAKEET/2.jpg,JANDAYA PARAKEET,JANDAYA PARAKEET,99.69,True
/content/test/JANDAYA PARAKEET/3.jpg,JANDAYA PARAKEET,JANDAYA PARAKEET,99.49,True
/content/test/JANDAYA PARAKEET/4.jpg,JANDAYA PARAKEET,JANDAYA PARAKEET,99.58,True
/content/test/JANDAYA PARAKEET/5.jpg,JANDAYA PARAKEET,JANDAYA PARAKEET,72.46,True
/content/test/JAPANESE ROBIN/1.jpg,JAPANESE ROBIN,JAPANESE ROBIN,97.09,True
/content/test/JAPANESE ROBIN/2.jpg,JAPANESE ROBIN,JAPANESE ROBIN,99.15,True
/content/test/JAPANESE ROBIN/3.jpg,JAPANESE ROBIN,JAPANESE ROBIN,99.81,True
/content/test/JAPANESE ROBIN/4.jpg,JAPANESE ROBIN,JAPANESE ROBIN,98.36,True
/content/test/JAPANESE ROBIN/5.jpg,JAPANESE ROBIN,JAPANESE ROBIN,93.74,True
/content/test/JAVA SPARROW/1.jpg,JAVA SPARROW,JAVA SPARROW,58.93,True
/content/test/JAVA SPARROW/2.jpg,JAVA SPARROW,JAVA SPARROW,100.0,True
/content/test/JAVA SPARROW/3.jpg,JAVA SPARROW,JAVA SPARROW,100.0,True
/content/test/JAVA SPARROW/4.jpg,JAVA SPARROW,JAVA SPARROW,99.76,True
/content/test/JAVA SPARROW/5.jpg,JAVA SPARROW,JAVA SPARROW,99.68,True
/content/test/JOCOTOCO ANTPITTA/1.jpg,JOCOTOCO ANTPITTA,JOCOTOCO ANTPITTA,99.78,True
/content/test/JOCOTOCO ANTPITTA/2.jpg,JOCOTOCO ANTPITTA,JOCOTOCO ANTPITTA,98.61,True
/content/test/JOCOTOCO ANTPITTA/3.jpg,JOCOTOCO ANTPITTA,JOCOTOCO ANTPITTA,99.25,True
/content/test/JOCOTOCO ANTPITTA/4.jpg,JOCOTOCO ANTPITTA,JOCOTOCO ANTPITTA,99.81,True
/content/test/JOCOTOCO ANTPITTA/5.jpg,JOCOTOCO ANTPITTA,JOCOTOCO ANTPITTA,97.52,True
/content/test/KAGU/1.jpg,KAGU,KAGU,56.74,True
/content/test/KAGU/2.jpg,KAGU,KAGU,99.52,True
/content/test/KAGU/3.jpg,KAGU,KAGU,99.16,True
/content/test/KAGU/4.jpg,KAGU,KAGU,96.88,True
/content/test/KAGU/5.jpg,KAGU,JACOBIN PIGEON,56.77,False
/content/test/KAKAPO/1.jpg,KAKAPO,KAKAPO,99.94,True
/content/test/KAKAPO/2.jpg,KAKAPO,KAKAPO,100.0,True
